row_id,returned,order_id,region
23708,Yes,ES-2013-CM124458-41375,Western Europe
39466,Yes,US-2012-BF11170140-41266,Western US
33661,Yes,ID-2014-CJ1187592-41831,Oceania
39467,Yes,RS-2015-GG4650108-42102,Eastern Europe
1779,Yes,ES-2015-KA1652545-42353,Western Europe
23880,Yes,MX-2014-CW1190593-41788,Central America
27094,Yes,MX-2015-SV2078582-42347,Central America
24424,Yes,ES-2012-DJ1351048-40923,Western Europe
22049,Yes,CA-2014-HF14995140-41761,Southern US
40796,Yes,CA-2014-CL12565140-41788,Western US
23815,Yes,CA-2012-LR16915140-41128,Western US
8009,Yes,CA-2015-KH16510140-42347,Western US
30267,Yes,MX-2015-KC1667518-42070,South America
40795,Yes,CA-2014-ON18715140-41959,Southern US
31647,Yes,IN-2013-MA1799559-41314,Southeastern Asia
2283,Yes,IS-2014-RA928563-41916,Western Asia
17765,Yes,IN-2012-TB2162588-41177,Southeastern Asia
47783,Yes,IN-2012-MC1784559-41116,Southeastern Asia
31649,Yes,ID-2014-KH16690144-41991,Southeastern Asia
23175,Yes,ES-2015-AT1073545-42367,Western Europe
27693,Yes,ES-2014-PO1885048-41898,Western Europe
22134,Yes,CA-2015-EB13750140-42111,Southern US
36297,Yes,EG-2015-AC66038-42250,North Africa
22488,Yes,IN-2013-TH2111558-41488,Southern Asia
25678,Yes,ES-2012-GH14485139-41054,Northern Europe
15376,Yes,ES-2014-LL1684048-41986,Western Europe
15162,Yes,CA-2014-NS18640140-41985,Eastern US
18899,Yes,ID-2012-MD1786059-40965,Southeastern Asia
33660,Yes,ES-2012-TB2140048-40968,Western Europe
24160,Yes,RS-2015-TB11520108-42126,Eastern Europe
15812,Yes,ID-2015-BG1169588-42012,Southeastern Asia
33662,Yes,CA-2014-ES14020140-41802,Eastern US
6449,Yes,ES-2015-HG14965120-42080,Southern Europe
32472,Yes,MX-2012-SW2075593-41250,Central America
4394,Yes,CA-2012-BP11095140-41261,Western US
22058,Yes,IN-2014-BG110357-41735,Oceania
19833,Yes,ES-2015-EB1417064-42012,Southern Europe
45807,Yes,MX-2015-EH1418531-42166,Caribbean
30187,Yes,IN-2015-DS1303058-42173,Southern Asia
29484,Yes,CA-2015-AG10900140-42126,Southern US
36347,Yes,ES-2013-DE1325545-41278,Western Europe
24015,Yes,SA-2013-JD6150110-41600,Western Asia
20601,Yes,ID-2015-HA1490592-42287,Oceania
12051,Yes,CA-2013-IM15070140-41459,Central US
25915,Yes,US-2015-TZ2144518-42259,South America
21639,Yes,ES-2015-DK1309045-42158,Western Europe
31648,Yes,MX-2013-PT1909082-41579,Central America
23229,Yes,ES-2015-EB141108-42267,Western Europe
31646,Yes,SF-2014-JD6060117-41648,Southern Africa
20674,Yes,ES-2015-AR1051045-42234,Western Europe
11331,Yes,IN-2013-CL1270027-41555,Eastern Asia
58,Yes,ES-2015-AH1012045-42057,Western Europe
45091,Yes,IT-2013-ZD2192548-41503,Western Europe
18990,Yes,IN-2014-DJ1342058-41646,Southern Asia
34330,Yes,ES-2014-LC1705048-41718,Western Europe
51130,Yes,MX-2014-AJ1096031-41801,Caribbean
14405,Yes,CA-2014-CP12340140-41808,Eastern US
10745,Yes,IN-2013-JK1609027-41615,Eastern Asia
40794,Yes,AJ-2013-SG108909-41580,Western Asia
25850,Yes,MX-2015-DV1304593-42215,Central America
16109,Yes,ES-2013-TP2156545-41598,Western Europe
22515,Yes,US-2015-HG1484551-42171,Central America
29269,Yes,IN-2014-AM103607-41864,Oceania
29651,Yes,CA-2015-DO13645140-42263,Western US
10670,Yes,ES-2014-JP1552045-41871,Western Europe
24859,Yes,MX-2013-JR1621037-41627,South America
24466,Yes,MX-2013-RL1961582-41572,Central America
15359,Yes,ES-2014-EP1391548-42004,Western Europe
39745,Yes,IN-2013-CD1228058-41311,Southern Asia
21670,Yes,MX-2013-EC1405018-41599,South America
39744,Yes,MX-2013-PO1885051-41338,Central America
17548,Yes,CA-2012-FP14320140-41251,Eastern US
39742,Yes,MX-2012-YS2188093-41060,Central America
20861,Yes,IN-2013-CC1261027-41286,Eastern Asia
17907,Yes,IN-2014-DB1321027-41899,Eastern Asia
24361,Yes,MX-2014-JR1570036-41775,Caribbean
29968,Yes,CA-2013-VD21670140-41583,Southern US
32221,Yes,CA-2014-BM11785140-41835,Central US
28875,Yes,ES-2014-JP16135139-41899,Northern Europe
48781,Yes,US-2012-KB1631598-41064,Central America
15922,Yes,IN-2012-AM10705130-41151,Southeastern Asia
39983,Yes,MX-2015-SC2038093-42151,Central America
33163,Yes,GH-2013-MH729049-41615,Western Africa
2641,Yes,IN-2013-NC1834058-41385,Southern Asia
39711,Yes,CA-2013-EB14110140-41377,Western US
26068,Yes,IN-2015-JF1549078-42334,Southeastern Asia
10306,Yes,ID-2015-HM148607-42243,Oceania
41716,Yes,CA-2014-NS18505140-41968,Central US
44140,Yes,ID-2013-AO1081059-41556,Southeastern Asia
29226,Yes,CA-2015-VW21775140-42326,Eastern US
27720,Yes,MO-2013-NK849086-41366,North Africa
11073,Yes,IN-2014-KL1655592-41857,Oceania
24030,Yes,CA-2014-SN20560140-41817,Central US
30202,Yes,MX-2014-SJ2012539-41908,Central America
27230,Yes,MX-2015-DP1316593-42293,Central America
51284,Yes,ES-2013-MN1793548-41466,Western Europe
39743,Yes,SA-2014-SJ10125110-41944,Western Asia
28198,Yes,IT-2015-ME18010124-42235,Northern Europe
26028,Yes,CA-2015-AD10180140-42340,Eastern US
26325,Yes,ID-2014-TB2125059-41973,Southeastern Asia
21924,Yes,IN-2013-PS187607-41402,Oceania
30113,Yes,CA-2012-MC17425140-41058,Central US
30105,Yes,US-2014-DA134505-41926,South America
24363,Yes,ID-2015-EN137807-42312,Oceania
19902,Yes,MX-2015-CB1241598-42333,Central America
13998,Yes,HU-2015-JP552057-42249,Eastern Europe
38383,Yes,CA-2012-KH16630140-41213,Southern US
37340,Yes,CA-2012-BS11755140-41046,Eastern US
47087,Yes,US-2015-SJ2021554-42255,Caribbean
49833,Yes,MX-2012-KT1646518-41017,South America
2080,Yes,MX-2015-AS1028518-42351,South America
39746,Yes,MX-2015-SC2068082-42231,Central America
10303,Yes,ES-2014-MW1822048-41998,Western Europe
39710,Yes,MX-2013-MF1766551-41402,Central America
39984,Yes,CA-2014-JM15535140-41998,Eastern US
39985,Yes,CA-2012-CC247523-41031,Eastern Canada
41838,Yes,CA-2012-NC18535140-41112,Western US
28110,Yes,IN-2013-MM172607-41395,Oceania
12449,Yes,IN-2013-PR1888027-41430,Eastern Asia
17848,Yes,NI-2014-RA994595-41979,Western Africa
46219,Yes,US-2012-RB19435140-41237,Western US
26932,Yes,ES-2014-LP17095139-41772,Northern Europe
32866,Yes,MX-2014-FA1423055-41976,Central America
4817,Yes,IN-2014-SH19975130-41975,Southeastern Asia
50593,Yes,CA-2014-GK14620140-41753,Western US
25445,Yes,US-2012-DK1289598-41166,Central America
39747,Yes,ES-2014-AB10165139-41888,Northern Europe
50000,Yes,US-2014-SP20860140-41968,Western US
30934,Yes,IT-2012-GD1459091-40988,Western Europe
21667,Yes,IN-2014-NB1865527-41858,Eastern Asia
8870,Yes,PL-2012-JD5790103-41249,Eastern Europe
1899,Yes,KE-2015-JH598569-42317,Eastern Africa
36279,Yes,MX-2014-DC1328518-41751,South America
39051,Yes,ES-2014-HG1502548-41783,Western Europe
38382,Yes,IV-2014-AM70529-41678,Western Africa
9857,Yes,RO-2014-ND8370107-41839,Eastern Europe
2398,Yes,EG-2015-AY55538-42121,North Africa
20610,Yes,MO-2014-KH669086-41830,North Africa
19446,Yes,IN-2014-SR2074027-41767,Eastern Asia
11606,Yes,IN-2013-MF176657-41300,Oceania
16161,Yes,ES-2013-HM1498064-41289,Southern Europe
25761,Yes,MX-2015-DL1331582-42335,Central America
6594,Yes,US-2013-MW1822036-41387,Caribbean
17380,Yes,US-2014-BG11695140-42001,Central US
3503,Yes,MX-2014-SW2075582-41811,Central America
23537,Yes,MO-2014-MO795086-41706,North Africa
26037,Yes,MX-2015-PO1885082-42279,Central America
20266,Yes,US-2014-DR12880140-41723,Western US
42956,Yes,CA-2012-AG10525140-41153,Central US
21995,Yes,IT-2013-KH1669045-41490,Western Europe
15570,Yes,US-2012-JP155205-41153,South America
25831,Yes,CG-2015-AM70533-42233,Central Africa
29383,Yes,CA-2015-AJ10945140-42248,Central US
879,Yes,MX-2013-SO2033526-41400,South America
16997,Yes,IN-2012-TS2150559-40990,Southeastern Asia
21287,Yes,CA-2015-MV17485140-42333,Western US
37341,Yes,IN-2015-SC2038027-42306,Eastern Asia
47029,Yes,IT-2012-JC1610564-41053,Southern Europe
8378,Yes,CA-2015-LE16810140-42348,Western US
2496,Yes,US-2013-BB1099036-41379,Caribbean
990,Yes,TU-2013-AH195134-41319,Western Asia
34756,Yes,MX-2014-TS2120518-41791,South America
40955,Yes,IR-2012-FH436560-41114,Southern Asia
33285,Yes,MX-2014-SH2039582-41895,Central America
43395,Yes,US-2014-GT14710140-41980,Western US
36524,Yes,IR-2014-BN151560-41880,Southern Asia
46991,Yes,ES-2012-SH2039545-40914,Western Europe
9711,Yes,SA-2013-SC10260110-41451,Western Asia
31138,Yes,CA-2014-BD11605140-41742,Southern US
46655,Yes,IN-2012-VD2167059-41269,Southeastern Asia
10365,Yes,ES-2015-MY17380120-42316,Southern Europe
21500,Yes,CA-2015-LC16870140-42091,Southern US
28108,Yes,IN-2012-TR2132527-41188,Eastern Asia
16456,Yes,IN-2014-JC1538558-41815,Southern Asia
23791,Yes,MX-2012-NG1843018-41201,South America
28128,Yes,EG-2015-DM301538-42367,North Africa
4585,Yes,BU-2014-CS186019-41993,Eastern Europe
41299,Yes,ID-2014-CT11995118-41810,Eastern Asia
8753,Yes,IN-2012-EH139907-41140,Oceania
31293,Yes,CA-2012-RD19585140-41000,Southern US
34753,Yes,CA-2015-CW11905140-42138,Eastern US
31033,Yes,MX-2014-NC1862593-41955,Central America
36523,Yes,MX-2013-RB1936082-41552,Central America
49752,Yes,IN-2012-AS1028527-41034,Eastern Asia
34757,Yes,IN-2014-AO108107-41721,Oceania
20145,Yes,MX-2015-HG1484536-42070,Caribbean
24211,Yes,ID-2015-JE1561097-42193,Southern Asia
4027,Yes,ES-2014-CY1274564-41726,Southern Europe
23212,Yes,IR-2014-SM1095060-41746,Southern Asia
14952,Yes,US-2012-PB1915055-41157,Central America
30312,Yes,ES-2014-JB1600048-41856,Western Europe
11657,Yes,ES-2015-JC1577548-42328,Western Europe
17552,Yes,IT-2014-LP1708091-41907,Western Europe
26759,Yes,MX-2012-ME1732018-41164,South America
50837,Yes,CA-2014-TS21655140-41999,Southern US
20869,Yes,ES-2015-SV20935139-42369,Northern Europe
2397,Yes,MX-2015-CJ12010141-42298,South America
33698,Yes,CA-2012-SH20395140-41214,Western US
15132,Yes,IN-2013-GM1445527-41622,Eastern Asia
27129,Yes,CA-2013-MS17530140-41579,Southern US
25179,Yes,US-2013-HD1478598-41583,Central America
34754,Yes,US-2015-CB1202582-42305,Central America
24610,Yes,CA-2015-BH11710140-42346,Southern US
50724,Yes,MX-2012-MO1750016-41222,South America
40952,Yes,ES-2012-MG17890139-41257,Northern Europe
28226,Yes,CA-2013-PO19195140-41598,Eastern US
33191,Yes,ES-2015-KW1643545-42032,Western Europe
25941,Yes,CA-2013-SS20515140-41479,Southern US
581,Yes,MX-2012-RL1961539-40965,Central America
21263,Yes,MX-2014-SZ2003531-41822,Caribbean
13571,Yes,ID-2013-BT115307-41508,Oceania
11639,Yes,MX-2012-TG2131018-41132,South America
33699,Yes,CA-2012-TT21070140-41159,Southern US
13307,Yes,CA-2015-TS21505140-42316,Western US
40245,Yes,ES-2013-AW1084064-41519,Southern Europe
43307,Yes,CA-2015-DV13045140-42350,Southern US
33286,Yes,ES-2015-BP11185139-42175,Northern Europe
9702,Yes,US-2015-EB13930140-42208,Central US
36522,Yes,ES-2014-RS1942048-41831,Western Europe
39145,Yes,CG-2012-MM828033-40983,Central Africa
22762,Yes,MX-2013-JD1589536-41523,Caribbean
20867,Yes,IN-2014-DB1291027-41870,Eastern Asia
28836,Yes,ES-2014-DV1346564-41961,Southern Europe
37405,Yes,MX-2015-JK1564055-42174,Central America
12815,Yes,CA-2015-LW17215140-42106,Western US
16587,Yes,MX-2012-PM1894031-41208,Caribbean
18691,Yes,BU-2012-EH394519-41265,Eastern Europe
39146,Yes,MX-2012-VM2183551-41185,Central America
17534,Yes,CA-2012-AZ10750140-40992,Eastern US
46920,Yes,IT-2015-KB1631564-42301,Southern Europe
20521,Yes,IT-2015-EK13795139-42277,Northern Europe
12032,Yes,ID-2015-AS1009058-42316,Southern Asia
39147,Yes,MX-2015-MC1742593-42304,Central America
34755,Yes,MX-2014-DW1358531-41779,Caribbean
11549,Yes,ES-2015-AB1016545-42356,Western Europe
33284,Yes,MX-2015-DG1330093-42319,Central America
2808,Yes,MX-2013-SW2027536-41587,Caribbean
29513,Yes,MX-2015-SP2065082-42257,Central America
25671,Yes,IN-2014-CC125507-41963,Oceania
14419,Yes,ES-2015-CW11905139-42288,Northern Europe
17361,Yes,ZA-2015-SW10350146-42061,Eastern Africa
30082,Yes,IN-2015-PR1888027-42125,Eastern Asia
22207,Yes,ES-2014-DB1327045-41689,Western Europe
29552,Yes,ES-2012-PM1894045-41145,Western Europe
17894,Yes,CA-2013-AG10495140-41571,Central US
20583,Yes,ES-2012-CD1198048-41151,Western Europe
13924,Yes,ES-2015-SF20200139-42229,Northern Europe
9294,Yes,MX-2012-BD1150093-41041,Central America
4116,Yes,ES-2015-BE11410120-42225,Southern Europe
20795,Yes,BN-2012-RW963015-41216,Western Africa
42763,Yes,US-2014-HP148155-41906,South America
26473,Yes,ES-2015-BF11170139-42174,Northern Europe
27819,Yes,IN-2015-DB129707-42152,Oceania
13350,Yes,CA-2012-EH13765140-41199,Eastern US
16761,Yes,IN-2012-BB115457-41194,Oceania
21010,Yes,IN-2012-SG206057-40978,Oceania
27825,Yes,IN-2015-RH1951011-42040,Southern Asia
17478,Yes,ZA-2014-JW6075146-41739,Eastern Africa
19561,Yes,ES-2012-JA15970139-41080,Northern Europe
44597,Yes,IN-2012-JR1567027-41031,Eastern Asia
20408,Yes,ES-2013-JE1547545-41450,Western Europe
12983,Yes,IT-2014-LS1720064-41954,Southern Europe
13735,Yes,IN-2014-CA1226527-41794,Eastern Asia
48022,Yes,UP-2014-AA645137-41807,Eastern Europe
14389,Yes,NI-2014-MH745595-41696,Western Africa
33287,Yes,ID-2015-EJ1415592-42299,Oceania
10404,Yes,ID-2014-KD1649559-41807,Southeastern Asia
20974,Yes,ES-2014-DK1298548-41711,Western Europe
18458,Yes,BU-2014-MH745519-41670,Eastern Europe
8295,Yes,ID-2015-NR18550102-42078,Southeastern Asia
22899,Yes,IN-2012-JH1591027-41262,Eastern Asia
50603,Yes,IN-2012-JL151307-40988,Oceania
3904,Yes,IT-2015-AG1049545-42229,Western Europe
29555,Yes,CA-2014-JF15565140-41686,Eastern US
6826,Yes,IN-2014-SH2063527-41858,Eastern Asia
5112,Yes,IN-2015-LD1700558-42285,Southern Asia
21391,Yes,LO-2012-JL5850114-41121,Eastern Europe
28557,Yes,BO-2014-KH636013-41859,Eastern Europe
43344,Yes,US-2013-EM1382555-41579,Central America
26889,Yes,IT-2015-MB1808591-42145,Western Europe
40953,Yes,SF-2014-EL3735117-41875,Southern Africa
480,Yes,TU-2014-JF5565134-41818,Western Asia
9263,Yes,MX-2014-BM1114055-41961,Central America
27724,Yes,TU-2015-SW10275134-42311,Western Asia
4402,Yes,ES-2014-SS208758-41683,Western Europe
5051,Yes,US-2014-BW1120018-41979,South America
46653,Yes,IN-2013-TD20995130-41609,Southeastern Asia
23634,Yes,ES-2015-KB1660096-42048,Northern Europe
40954,Yes,IN-2015-Dl1360058-42364,Southern Asia
48565,Yes,ES-2014-MB18085139-41956,Northern Europe
10620,Yes,IT-2015-AR10345139-42116,Northern Europe
49848,Yes,IN-2013-JG1531027-41602,Eastern Asia
22108,Yes,ES-2014-MC1810045-41982,Western Europe
37406,Yes,CA-2015-HG15025140-42363,Eastern US
40336,Yes,MO-2015-AB25586-42117,North Africa
29593,Yes,US-2012-CS1246036-41247,Caribbean
24338,Yes,ES-2014-JD1606045-41699,Western Europe
21510,Yes,MX-2013-EM1381018-41552,South America
16814,Yes,MX-2015-MY1829582-42321,Central America
30674,Yes,CA-2015-KH16330140-42329,Eastern US
27537,Yes,ES-2014-MG18205139-41867,Northern Europe
43180,Yes,CA-2015-DO13645140-42343,Eastern US
35208,Yes,IN-2014-ML177557-41922,Oceania
33848,Yes,SA-2015-AR570110-42299,Western Asia
26224,Yes,US-2015-LH16900140-42348,Central US
7454,Yes,CA-2015-JE15745140-42111,Western US
12080,Yes,CA-2013-MV17485140-41450,Central US
3149,Yes,IT-2012-KH16690104-41037,Southern Europe
35580,Yes,IN-2015-SL2015558-42222,Southern Asia
36011,Yes,MX-2012-KM1672018-41242,South America
29277,Yes,ID-2014-DB132107-41934,Oceania
12329,Yes,IN-2012-CM1223527-41248,Eastern Asia
4891,Yes,IN-2014-BD116207-41650,Oceania
20557,Yes,CA-2015-OT18730140-42304,Southern US
32706,Yes,AO-2013-JE57454-41544,Central Africa
42472,Yes,EG-2014-SC1009538-41847,North Africa
18030,Yes,ID-2013-GZ144707-41467,Oceania
21339,Yes,ES-2015-MJ17740139-42073,Northern Europe
45460,Yes,IR-2014-MM805560-41990,Southern Asia
40403,Yes,IT-2014-TP2141545-41858,Western Europe
20424,Yes,ID-2013-TG21640102-41508,Southeastern Asia
14311,Yes,IN-2014-LS172307-41954,Oceania
17539,Yes,IN-2012-GM1444058-41200,Southern Asia
11156,Yes,TU-2012-AJ960134-40990,Western Asia
23192,Yes,CA-2014-PF19225140-41817,Southern US
41919,Yes,IN-2014-TB2162558-41724,Southern Asia
3700,Yes,MX-2012-ND1837082-41223,Central America
44276,Yes,ID-2015-MG1814592-42132,Oceania
43590,Yes,CA-2014-CA12265140-41677,Southern US
20792,Yes,SF-2012-MH7440117-41065,Southern Africa
5306,Yes,MX-2012-AB1015093-41101,Central America
764,Yes,IZ-2015-EM396061-42110,Western Asia
14821,Yes,IN-2015-AW1084058-42083,Southern Asia
44182,Yes,ES-2015-PS1897045-42179,Western Europe
23368,Yes,ES-2013-WB2185064-41587,Southern Europe
23419,Yes,CA-2015-NC18535140-42096,Western US
27407,Yes,MX-2014-LS1697518-41666,South America
17215,Yes,IN-2012-SB2018559-41157,Southeastern Asia
4570,Yes,ML-2014-BD177079-41893,Western Africa
46523,Yes,MX-2015-CM1244582-42354,Central America
29496,Yes,MX-2012-AW1084082-41192,Central America
11991,Yes,MX-2015-CL1270093-42180,Central America
42964,Yes,CA-2015-CC12475140-42278,Eastern US
29626,Yes,MX-2014-AH1069093-41990,Central America
23255,Yes,AO-2013-SF102004-41628,Central Africa
28249,Yes,MX-2014-SZ2003518-41703,South America
50458,Yes,EG-2015-RA994538-42342,North Africa
23257,Yes,TU-2015-AG495134-42130,Western Asia
20612,Yes,IN-2012-PR1888058-41013,Southern Asia
11836,Yes,ES-2015-CS1235548-42010,Western Europe
20455,Yes,IN-2015-MH1811558-42185,Southern Asia
20872,Yes,IN-2015-JP1546058-42258,Southern Asia
20428,Yes,IR-2015-CA196560-42201,Southern Asia
24422,Yes,MX-2013-AF1087026-41536,South America
19814,Yes,US-2012-JF15490140-41269,Western US
29718,Yes,IN-2015-PS18760102-42263,Southeastern Asia
38269,Yes,ES-2014-KT1646548-41678,Western Europe
48509,Yes,ES-2014-MC1760548-41900,Western Europe
30028,Yes,MX-2014-BE1145531-41650,Caribbean
43473,Yes,CA-2015-BP11095140-42352,Eastern US
2006,Yes,CG-2014-ML775533-41740,Central Africa
27780,Yes,ID-2014-CV1280527-41773,Eastern Asia
7054,Yes,SA-2013-RF9840110-41277,Western Asia
21344,Yes,SF-2012-AG675117-40976,Southern Africa
40402,Yes,US-2015-CR12820140-42284,Eastern US
38268,Yes,ES-2013-MB1808545-41629,Western Europe
21328,Yes,IN-2015-SC20260130-42032,Southeastern Asia
11232,Yes,IN-2012-TS211607-41179,Oceania
47098,Yes,IZ-2015-MO795061-42271,Western Asia
48982,Yes,MX-2014-LL1684039-41853,Central America
20230,Yes,ES-2013-EB14110139-41528,Northern Europe
43099,Yes,CA-2015-BT11530140-42278,Western US
2375,Yes,ES-2013-LC1714064-41409,Southern Europe
22855,Yes,US-2013-DG13300140-41458,Eastern US
28076,Yes,CA-2014-IG15085140-41808,Western US
9435,Yes,ES-2015-LO17170139-42166,Northern Europe
40399,Yes,IN-2015-SS2059059-42364,Southeastern Asia
6019,Yes,AG-2014-CP20853-41889,North Africa
24435,Yes,US-2012-AB1025582-40928,Central America
22711,Yes,TU-2014-PK8910134-41798,Western Asia
